stop_id,stop_name,stop_lat,stop_lon
8001833,Ergenzingen,48.489532,8.80986
8001274,Fehmarn-Burg,54.443591,11.188981
5101307,Gdansk Wrzeszcz,54.381862,18.605432
8601343,Korsoer st,55.3572,11.135127
8000128,Göttingen,51.536812,9.926069
8003330,Köln/Bonn Flughafen,50.8789,7.119304
8303915,Tarvisio Boscoverde,46.506358,13.607214
8800004,Bruxelles Midi,50.835375,4.335695
8800012,Liège-Guillemins,50.624362,5.56648
8400173,Deventer,52.257432,6.160505
8003350,Kobern-Gondorf,50.300714,7.46075
8003368,Köln Messe/Deutz,50.940872,6.975
8005424,Schorndorf,48.807147,9.526309
5101362,Inowroclaw Rabinek,52.768082,18.240569
5500728,Budapest-Nyugati,47.510705,19.057464
8005940,Übersee,47.822047,12.487338
8001338,Coburg,50.263094,10.957374
8601404,Langeskov st,55.344903,10.598597
8613696,Hedensted st,55.767998,9.699496
8002187,Garmisch-Partenkirchen,47.49145,11.097013
8003400,Konstanz,47.658757,9.177312
8300366,Iselle transito,46.187969,8.187303
8003411,Kornwestheim Pbf,48.862215,9.179964
8010382,Wittenberge,53.003114,11.762871
8005476,Schweich(DB),49.831064,6.740337
8003434,Kreuz Konz,49.703794,6.576868
8003446,Kronach,50.239614,11.320116
8505213,Bellinzona,46.195439,9.029512
8003487,Hannover Messe/Laatzen,52.316896,9.792867
8001443,Diepholz,52.604775,8.380338
8200100,Luxembourg,49.599717,6.134392
2100013,Baranovichi Centralnye,53.142609,26.02708
8003494,Lahr(Schwarzw),48.340436,7.834737
8501605,Visp,46.294024,7.881454
8601512,Lunderskov st,55.480119,9.30379
8010396,Züssow,53.973877,13.548191
8010324,Schwerin Hbf,53.634741,11.407455
8005556,Siegburg/Bonn,50.793916,7.203029
8005561,Sierksdorf,54.068525,10.769104
8003515,Landstuhl,49.416283,7.565933
8100514,Wien Meidling,48.174451,16.333085
5100222,Zielona Gora Gl.,51.947439,15.51371
8010403,Berlin-Charlottenburg,52.504366,13.302983
8505300,Lugano,46.005506,8.946874
8003545,Langenhagen Mitte,52.440282,9.725429
8505307,Chiasso,45.832176,9.031444
8500218,Olten,47.351929,7.907685
8509411,Sargans,47.045361,9.445398
8005609,Sonthofen,47.51324,10.272342
8005616,Spaichingen,48.068989,8.740149
8601593,Middelfart st,55.501621,9.734661
8002218,Geislingen(Steige),48.619354,9.841939
